text,topic,timestamp,annotator_1,annotator_2,annotator_3,sentiment
": By illegally bombing Syria, President Trump has once again denied the American people any oversight or accountability in…",Politics,2024-11-17 10:09:00,negative,negative,negative,negative
". came to my Day of Action to . I was joined by , , ,…",Politics,2024-11-19 09:50:00,neutral,neutral,neutral,neutral
": Earlier today, I questioned the Department’s Chief Human Capital Officer about the lack of nominees for the…",Politics,2024-02-07 09:29:00,neutral,neutral,neutral,neutral
"Last night, another court struck down the President’s cruel decision to end . While this is encouraging, it is…",Politics,2024-02-09 20:55:00,negative,negative,negative,negative
No more shutdowns -- this type of political brinksmanship is unhealthy and no way to run a country. Congress needs…,Politics,2024-09-16 12:29:00,negative,negative,neutral,negative
Diplomacy is a delicate art that depends on trustworthiness and unity among allies. President Trump’s decision toda…,Politics,2024-01-22 14:58:00,negative,negative,negative,negative
"Arkansans are fed up with the government spending more than it takes in, which is why in March, I asked House Leade…",Politics,2024-06-13 19:30:00,positive,positive,positive,positive
: LoBiondo on leaving Congress: 'At a certain point it's got to end',Politics,2024-08-18 03:51:00,positive,positive,positive,positive
"You've heard about the Congressional Baseball Game, but what about the Charity Classic? Tonight I'm jo…",Politics,2024-02-13 16:41:00,negative,negative,negative,negative
Here we go again. After the President’s failure to denounce David Duke and his equivocation over Charlottesville on…,Politics,2024-08-12 14:33:00,negative,negative,negative,negative
Are there 51 senators you trust? Not for me. I’d rather keep the 60 vote rule. We have a better…,Politics,2024-07-09 09:24:00,neutral,neutral,neutral,neutral
"That is why I joined more than 150 of my colleagues in Congress to support the Scientific Integrity Act, which woul…",Politics,2024-11-02 01:50:00,positive,positive,positive,positive
It is past time for Congress to step up and pass gun reform legislation that will protect our students and all of o…,Politics,2024-06-17 03:35:00,negative,negative,negative,negative
I will be live at 4:45 p.m. with to discuss my work in Congress and important issues facing our nation. Tune in to watch!,Politics,2024-12-02 19:55:00,positive,positive,positive,positive
"President Trump has made his decision. I agree, we should be working towards a better, long-term deal, one that wil…",Politics,2024-03-13 11:19:00,positive,positive,neutral,positive
Hoosiers with terminal illnesses deserve every opportunity to find treatment. called on Congress t…,Politics,2024-07-19 04:38:00,neutral,neutral,neutral,neutral
This ruling marks a victory for across the country but it is far from a true fix. Congress must put…,Politics,2024-07-11 20:50:00,positive,positive,neutral,positive
: Here's the truth: Republicans are desperate to spin from the dark reality that working families are getting robbed by a ban…,Elections,2024-12-16 16:05:00,negative,negative,neutral,negative
: The House is scheduled to vote Thursday on a balanced budget amendment. This is a dangerous pretext by the Republican major…,Elections,2024-07-04 00:23:00,negative,negative,negative,negative
: Thank you for highlighting that 's actions have shown that he cares more about polluters than th…,Elections,2024-06-23 15:12:00,positive,positive,positive,positive
": Chairman Paulsen on 's selection of to be his top economic adviser: ""Great news. Mr. Kudl…",Elections,2024-05-31 03:32:00,positive,positive,positive,positive
It's ! Make sure you get out and exercise your right to vote! For info on voting in PA --&gt;,Elections,2024-09-26 01:42:00,positive,positive,positive,positive
Immigrants are who make this country great. Our democratic principles are what make this country great. And fortuna…,Elections,2024-03-08 19:24:00,positive,positive,positive,positive
: . to : “Come on you little chicken. Let’s talk!” And “You are too afraid to debate anyone…,Elections,2024-12-20 19:51:00,negative,negative,negative,negative
D.C. Republicans’ attempts to slash funding for the should anger anybody who cares about economic growth &amp;…,Elections,2024-01-23 13:23:00,negative,negative,negative,negative
"The ACA is not perfect. But rather than working together to make it stronger and better, House Republicans have onl…",Elections,2024-08-15 19:18:00,neutral,neutral,neutral,neutral
Disappointed that the President chose not to impose sanctions on Russia after the House and Senate voted to do so.…,Elections,2024-04-29 17:15:00,negative,negative,negative,negative
our next will take place when Congress more into legislative process. time chosen when max number home. All reg voters called.,Elections,2024-08-28 06:23:00,positive,positive,positive,positive
"Barbara Bush was a truly tremendous woman. She was a devoted wife and mother, and a tireless advocate for our count…",Elections,2024-08-13 14:49:00,positive,positive,positive,positive
"OTD in 1916, Jeanette Rankin was elected the first woman elected to Congress.",Elections,2024-09-27 13:10:00,positive,positive,positive,positive
: day 1 debate moderators and panelists Don Ha…,Elections,2024-03-11 08:03:00,neutral,neutral,neutral,neutral
"In Congress, when I go to cast my vote, I walk past a hallway displaying the artwork of students from across the co…",Elections,2024-10-10 03:45:00,negative,negative,negative,negative
: Vote for your favorite artwork! CCHS students have submitted artwork for Representative Jim competition -…,Elections,2024-05-25 02:48:00,positive,positive,positive,positive
No more delaying. No more inaction. Give us a vote!,Elections,2024-09-19 04:53:00,negative,negative,negative,negative
": Despite overwhelming support for a solution, the House has not been allowed to vote on this issue. Proud to support t…",Elections,2024-04-23 14:56:00,positive,positive,positive,positive
": It’s a must watch, given this is Powell’s first presser as chairman.",Elections,2024-07-21 16:23:00,positive,positive,positive,positive
The so-called “” from Congressional Republicans would result in students having to borrow more &amp; pay mor…,Elections,2024-07-10 07:01:00,positive,positive,positive,positive
Last week the House voted to help vulnerable patients with passage of &amp; to support our troops by helpin…,Elections,2024-11-28 10:50:00,negative,negative,neutral,negative
I hope President Trump will put action behind his words and work with Democrats and Republicans to take meaningful…,Elections,2024-08-29 22:53:00,negative,positive,negative,negative
I voted NO on the GOP Tax Plan. We are missing the opportunity to invest in our people. Where are my Republican col…,Elections,2024-11-11 00:57:00,negative,neutral,negative,negative
"Reforming our broken immigration system is not a partisan issue. This morning, I joined w/ Republicans &amp; Democrats…",Elections,2024-03-17 17:46:00,negative,negative,negative,negative
"This is simply unacceptable. Democrats are looking for ways to make health care more affordable and accessible, not…",Elections,2024-05-27 07:19:00,positive,positive,positive,positive
Voted against the House tax bill because it is a bad deal for Indiana. It does not reflect the values and prioriti…,Elections,2024-11-14 14:04:00,negative,positive,negative,negative
"Last night, I voted against advancing the Republican tax bill because I've heard from Delawareans about the need fo…",Elections,2024-01-09 20:32:00,neutral,negative,neutral,neutral
A special thank you to the Oconee Democrat Party for participating in one of my community forums last week. While w…,Elections,2024-05-29 13:00:00,positive,positive,positive,positive
GOP/Trump attacks: - Rip healthcare from NJ families - Pass tax scam punishing NJ most - Vote to allow ‘concealed c…,Elections,2024-08-01 05:42:00,positive,positive,positive,positive
I refuse to join House Republicans in abandoning the fundamental tasks of governing by kicking the can down the roa…,Elections,2024-07-03 02:33:00,negative,negative,negative,negative
"In their own words, the gave what they asked for. This proves their opposition is bas…",Elections,2024-09-16 17:01:00,positive,positive,positive,positive
Why won't the Democrats agree to border security? Why is immigration more important than funding our soldiers. Why…,Elections,2024-11-21 12:23:00,positive,positive,positive,positive
We considered 116 amendments on the House floor in open debate and worked to find common ground where we could make…,Elections,2024-06-25 07:46:00,negative,negative,positive,negative
A little preview of today’s SPF Subcommittee hearing. is officially US policy &amp; we must…,Elections,2024-06-19 04:02:00,negative,negative,neutral,negative
: We have come so far since the financial crisis – but the Republicans’ threatens to put Americans at risk…,Elections,2024-11-25 05:53:00,neutral,neutral,neutral,neutral
"In September I voted for a continuing resolution, along with all &amp; many . We have had four CRs.…",Elections,2024-12-22 15:40:00,positive,positive,positive,positive
: At least six House Republicans have suddenly backed a bill to prevent Trump from unilaterally firing Robert Mueller.,Elections,2024-08-22 01:18:00,negative,negative,neutral,negative
: There is overwhelming evidence of Russian interference in our elections and we must put an end to this appalling breach…,Elections,2024-01-22 10:59:00,neutral,neutral,neutral,neutral
To my colleagues: there is too much at stake for the people that we serve. This high-stakes game of chicken must end.,Elections,2024-10-05 15:16:00,negative,negative,negative,negative
: I am delighted that will be voting for the CRA to overrule the FCC and save our rules.…,Elections,2024-07-01 01:55:00,positive,neutral,positive,positive
"5-0? You backed Luther Strange in a primary that he lost to the pedophile Roy Moore, who you also backed until he l…",Elections,2024-07-07 13:56:00,positive,positive,positive,positive
": 📺 : Congress must invest in students and make college affordable! Unfortunately, the Republican HE…",Elections,2024-07-16 10:11:00,negative,negative,negative,negative
": “This is part of our conservation legacy, and we are not going to let this decision stand.” - on the fight to …",Elections,2024-09-22 08:51:00,neutral,neutral,neutral,neutral
What faux pas? Maybe you should read the article before you comment. All legislators voted for the bill…,Elections,2024-04-02 17:18:00,neutral,negative,neutral,neutral
. is spot on here. There is a much better way to fund campaigns: citizen-owned elections.,Elections,2024-05-31 09:28:00,positive,positive,neutral,positive
"If you are a teenager &amp; believe you won’t be responsible enough to own a gun until 21, why should you vote before 21?",Elections,2024-12-19 14:22:00,positive,positive,positive,positive
: . (MI-14) hosted a youth roundtable where she and local students discussed possible solutions to …,Elections,2024-06-29 19:27:00,neutral,neutral,neutral,neutral
Why today's vote is so critical and important....we need to support our warfighter and end the destructive cycle of…,Elections,2024-01-30 02:42:00,negative,negative,negative,negative
"Remember when was shocked (shocked!) that Dems wouldn’t vote for a terrible, no good, very bad budget bc…",Elections,2024-12-13 05:01:00,negative,negative,negative,negative
"I am disappointed that and the are unlikely to allow the amendment to come up for a vote, but not surprised.",Elections,2024-08-12 01:08:00,negative,neutral,negative,negative
": HBD, (D-NC-01). The former judge is a strong advocate for civil rights &amp; voting rights. In college at …",Elections,2024-07-15 18:02:00,positive,neutral,positive,positive
"ICYMI a record number of Members of Congress, 182 Democrats and Republicans, support strong funding for the Nationa…",Elections,2024-07-08 11:28:00,positive,positive,positive,positive
Congratulations to for being selected by &amp; and for being sel…,Elections,2024-09-28 11:25:00,neutral,neutral,neutral,neutral
St. Louis Park Council voted unanimously to adopt the Climate Action Plan. This is the FIRST plan in Minnesota des…,Elections,2024-02-28 00:47:00,positive,positive,positive,positive
"I hope Congressional Republicans are willing to work together to make our tax system simpler, more competitive, and fair for all.",Elections,2024-10-14 03:16:00,positive,positive,positive,positive
"Today marks one year since the forced a vote on , a plan that would have ripped away healthcare…",Elections,2024-04-19 19:18:00,negative,negative,negative,negative
Caught up when several elected officials from Newport News and Hampton during the National Council of Negro Women N…,Elections,2024-04-12 03:08:00,neutral,neutral,neutral,neutral
This is insanity. Republicans have no excuses. Democrats are eager &amp; ready to work w/ Republicans—bu…,Elections,2024-08-15 02:51:00,positive,positive,positive,positive
Good riddance! phony voter fraud commission was nothing more than a smoke and mirrors attempt to suppress the minority,Elections,2024-06-12 21:22:00,positive,positive,positive,positive
Opinion | Democrats are the real abortion extremists,Elections,2024-05-28 09:54:00,positive,positive,positive,positive
: Democrats can't shut down the booming Trump economy. Are they now so desperate they'll shut down the government instead? …,Elections,2024-12-24 20:11:00,negative,negative,negative,negative
: The Trump administration has spent the past year sabotaging the —now Americans could see their health insurance pre…,Elections,2024-03-03 06:50:00,negative,negative,negative,negative
"Congress is about to vote on a $1.6 trillion funding bill, privately written by congressional leaders (still yet to…",Elections,2024-10-20 11:29:00,neutral,negative,neutral,neutral
Today I’ll be standing w/ Democrats and Republicans of the Bipartisan Heroin Task Force as we put forward our agend…,Elections,2024-11-09 02:04:00,neutral,neutral,neutral,neutral
I’m deeply disappointed to see this Republican-controlled Congress vote to ship radioactive nuclear waste across th…,Elections,2024-09-02 16:26:00,negative,negative,negative,negative
: A bill by Democratic Rep. Raul Ruiz that eliminates a Medicare cost-cutting panel passed the House Thursday,Elections,2024-02-07 04:20:00,neutral,neutral,neutral,neutral
"We already know has zero respect for freedom and democracy, so the result of this sham election is no surpri…",Elections,2024-12-14 16:22:00,negative,negative,negative,negative
": .: ""It just gives you an example of how out of touch the Democrats are...They literally are starting to put…",Elections,2024-04-03 04:27:00,neutral,neutral,neutral,neutral
55% of voters say that in the past several weeks they haven’t seen a boost to their paycheck as a result of the…,Elections,2024-03-04 16:09:00,negative,negative,negative,negative
": just passed extreme out of cmte on party line vote, silencing…",Elections,2024-12-29 07:22:00,negative,negative,negative,negative
We still have not voted on the first section in our bill on remuneration as a result of Democrats’ stall tactics.,Elections,2024-05-25 02:16:00,positive,positive,positive,positive
Proud to receive the Moms Demand Action Gun Sense Candidate distinction!,Elections,2024-05-20 04:40:00,positive,positive,positive,positive
French President is a socialist militarist globalist science-alarmist... the dark future of the American Democratic Party.,Elections,2024-09-14 20:10:00,neutral,neutral,neutral,neutral
": A U.S. Marine candidate participates in the Endurance Course at the Officer Candidates School, Marine Corps Base Quantico…",Elections,2024-03-28 21:39:00,negative,negative,negative,negative
. “our 15 to Finish campaign promotes taking 15 credits per semester to graduate in four years and minimize debt”,Elections,2024-10-15 01:52:00,neutral,neutral,neutral,neutral
The democratic memo should be vetted by security agencies &amp; immediately released so the public can get the full pic…,Elections,2024-10-22 08:41:00,positive,positive,neutral,positive
": Centrist Dem Ron Kind on taxes: ""Quite frankly some of us are getting tired of cleaning up the fiscal mess that Republican…",Elections,2024-11-12 20:01:00,neutral,neutral,neutral,neutral
Disappointed in the Republican-led House Intelligence Committee decision to shut down the investigation of Russian…,Elections,2024-05-28 20:19:00,negative,negative,negative,negative
"To be clear, this isn't the first time Republicans have employed this terrible plan to undermine programs that help…",Elections,2024-12-16 12:19:00,negative,negative,negative,negative
"Last week, Republicans invited small business owners &amp; experts to a hearing &amp; asked how the was helping…",Elections,2024-03-21 14:26:00,negative,negative,negative,negative
: My bill with to ban bump stocks was cosponsored by more Republicans than any other gun safety bill in recent m…,Elections,2024-11-06 04:20:00,positive,positive,positive,positive
"The middle class is dramatically being left behind, and in some cases, run over by the Republican tax bill",Elections,2024-06-25 12:08:00,negative,negative,negative,negative
: Congratulations Russ Vought for a successful (and long overdue) Senate confirmation vote!,Elections,2024-02-24 10:15:00,positive,positive,positive,positive
Ryan gone. Freedom Caucus in revolt. House Republicans in full meltdown mode. We will keep the pressure on,Elections,2024-05-06 04:06:00,positive,positive,positive,positive
"Wow! Look at those crowds! I'm cheering from here in DC, where I am awaiting important budget votes.…",Elections,2024-08-02 07:55:00,positive,negative,positive,positive
"The Republican party wants to pay for the , a tax break for the wealthiest Americans by cutting crucial…",Elections,2024-10-22 23:20:00,negative,negative,negative,negative
": “I love my country,” Green wrote Tuesday. “For this reason, I will bring articles of impeachment to a vote in the House of Re…",Elections,2024-09-20 14:31:00,positive,positive,positive,positive
"Good news on for the ! By bipartisan vote of 340-72, the House today passed the Nuclear Waste Po…",Elections,2024-02-16 12:32:00,positive,positive,positive,positive
The President just said that the economy has added 2.4M jobs since the election–that includes 3 months during Obama…,Elections,2024-10-25 11:03:00,neutral,neutral,neutral,neutral
": The Democratic Party stands for opportunity for all, no matter where you’re born. In 2017 our nation chose opportunity f…",Elections,2024-11-30 21:30:00,neutral,negative,neutral,neutral
: It's been an amazing day on Capitol Hill educating elected officials about CF! Thanks again to our elected officials and t…,Elections,2024-08-08 04:56:00,positive,positive,positive,positive
": Rep. Jackie Speier speculates that President Trump will ""heavily"" redact the Democrat memo. ""He does not want to have the book r…",Elections,2024-07-25 11:02:00,negative,negative,negative,negative
Thanks Steve for this reminder. Please remember to register to vote!,Elections,2024-04-09 11:35:00,positive,positive,positive,positive
You act awfully defensive for someone who claims the indictment of Russians for meddling in our election is a non-story.,Elections,2024-08-18 17:17:00,negative,negative,negative,negative
"I strongly oppose the result of today’s shameful FCC vote, and I will work to restore the protection…",Elections,2024-11-08 03:08:00,positive,positive,positive,positive
"if he is totally wrong if he claims GOP doesn’t want to take steps like demanding photo ID, to prevent voter fraud",Elections,2024-06-22 17:23:00,negative,negative,negative,negative
"Anyone who voted to shut down the government voted against CHIP funding, funding our military and the best interest…",Elections,2024-09-17 12:32:00,positive,positive,positive,positive
"Instead of manufacturing crises that are making our immigration problems worse, Republicans ought to enact bipartis…",Elections,2024-08-30 16:29:00,negative,positive,negative,negative
An allegation that a foreign govt. meddled in the electoral processes of our country should trouble every American…,Elections,2024-06-12 05:25:00,negative,neutral,neutral,neutral
"U.S. decision to abstain in UN vote condemning Cuba embargo is small but meaningful. The cold war is over, Congress…",Elections,2024-06-02 18:21:00,negative,negative,negative,negative
"“This is about us begging for our lives; this isn’t about the GOP, this isn’t about the Democrats, this is about us…",Elections,2024-09-07 22:36:00,neutral,neutral,neutral,neutral
Congratulations to legendary coach Frank Beamer on his selection for the College Football Hall of Fame!,Elections,2024-07-07 10:43:00,positive,positive,positive,positive
"Read Chairman 's opening statement during debate on H.R. 4, the Reauthorization Act of 2018.…",Elections,2024-12-18 20:01:00,neutral,negative,neutral,neutral
"You seem to have forgotten, Mr. President, that there is at least one very notable Republican on Mueller’s team — M…",Elections,2024-12-01 18:36:00,positive,positive,positive,positive
"170,000 Americans have been killed by gun violence in the past 5 years, yet Republicans continue to block every sin…",Elections,2024-03-28 16:40:00,negative,negative,negative,negative
Proud to receive the Award from the for my perfect voting record on animal welfare i…,Elections,2024-07-13 04:52:00,positive,positive,positive,positive
House Republicans say the doesn’t cut . That’s not true – cuts $9.2 billion in benefits to create…,Elections,2024-02-26 06:01:00,negative,negative,neutral,negative
Today the House voted to invest in defense &amp; modernize our military. I strongly support the My statement:…,Elections,2024-07-30 22:13:00,positive,positive,positive,positive
Proud to join my colleagues in a bipartisan vote for the largest pay raise for our nation’s men and women in unifor…,Elections,2024-08-29 23:46:00,positive,positive,positive,positive
: Democratic Rep. Al Green says he will force House impeachment vote,Elections,2024-10-14 10:42:00,negative,positive,negative,negative
: Congratulations to my great friend &amp; colleague Rep. Sam Johnson of Texas on being named the inaugural Mem…,Elections,2024-03-29 14:58:00,positive,positive,positive,positive
"Good visit w/ Norma Gonzales, Bexar Dem Nominee for Judge of the 131st District Court. Get out to vote tmrw for all…",Elections,2024-12-12 23:43:00,positive,positive,positive,positive
Yet House Republicans propose cutting $15 billion from federal student aid. That’s wrong. I’m working to make colle…,Elections,2024-11-08 15:12:00,negative,negative,negative,negative
": Trump impeachment vote will take place on Wednesday, Democrat Al Green vows",Elections,2024-06-01 07:19:00,negative,negative,negative,negative
": Two more Republicans have officially signed on ( and ), meaning petition only needs 15 more Rs plus al…",Elections,2024-12-19 22:31:00,positive,positive,positive,positive
"Read it, thank you. Generally agree, and I spend much of my time on Russia/election/Trump. I understan…",Elections,2024-05-20 09:07:00,positive,positive,positive,positive
": WSJ: ""Republicans in Congress seem prepared to rest on their tax cut success from last year and coast for the rest of th…",Elections,2024-07-21 11:49:00,positive,positive,positive,positive
: BREAKING: Republicans are now attacking the FBI in order to undermine Special Counsel Mueller and protect President Trum…,Elections,2024-05-27 22:05:00,positive,positive,positive,positive
Pleased to see the Senate has acted on tax reform and passed their legislation. Now the House will soon vote to go…,Elections,2024-05-11 23:30:00,positive,positive,positive,positive
"Today, Republicans on the are trying to defend the disastrous with one-off anecdotes. Bu…",Elections,2024-05-18 17:44:00,negative,negative,negative,negative
"🚨The House is now voting on my bill, the IRS FAST Act which has been added to the Taxpayer First Act. Read about th…",Elections,2024-10-27 07:15:00,positive,positive,neutral,positive
: The House passed by voice vote bill encouraging Korean Americans be able to meet with family members from North Korea.,Elections,2024-04-29 01:06:00,positive,neutral,positive,positive
"I join in celebrating the on this 98th anniversary of its founding. Their nonpartisan work to register voters,…",Elections,2024-02-21 21:49:00,neutral,neutral,neutral,neutral
I want to congratulate Democratic negotiators who got the best possible deal for the American people in the delayed FY2017 Omnibus.,Elections,2024-03-21 13:41:00,positive,neutral,positive,positive
: Republicans in Washington are purposefully sabotaging our health care system and families are paying the price.,Elections,2024-09-01 20:12:00,neutral,neutral,neutral,neutral
"Today, the Supreme Court heard arguments in a landmark voting rights case challenging whether Ohio’s voter registra…",Elections,2024-05-26 20:03:00,positive,positive,positive,positive
: There is no “maybe.” A vote for the Republican tax law is undoubtedly one of the very worst votes any elected officials…,Elections,2024-04-28 17:47:00,negative,negative,neutral,negative
: LIVE: Seapower &amp; Projection Forces Markup - Led by Chairman Watch at 1:30 PM Here:,Elections,2024-03-30 13:56:00,positive,positive,positive,positive
"A few words about the dissolution of the Trump Administration’s ""Election Integrity"" Commission.…",Elections,2024-01-19 12:50:00,negative,negative,negative,negative
We are working to spur economic growth and have added more accountability for unelected bureaucrats by making any m…,Elections,2024-05-28 01:00:00,positive,positive,positive,positive
Cambridge Analytica: - Trump campaign’s data firm in 2016 - Brought in by Jared Kushner - Accessed private data of…,Elections,2024-06-20 09:29:00,neutral,neutral,neutral,neutral
: Today &amp; will mark up to fund our military. You can watch live starting at 10am…,Elections,2024-09-09 04:54:00,neutral,neutral,neutral,neutral
"After passing a trillion-dollar , Republicans want to make fiendish cuts to children's health insurance, pu…",Elections,2024-02-27 10:10:00,negative,negative,negative,negative
"Last night I voted once again for a balanced budget amendment to, but unfortunately, it fell short of the necessary…",Elections,2024-04-05 00:47:00,negative,negative,negative,negative
I'm proud to join a bipartisan coalition of 240 Representatives — a majority of the House — demanding a vote on a s…,Elections,2024-12-11 06:11:00,positive,positive,positive,positive
: JUST IN: Justice Department Contradicts Republican Claims on - DOJ provided a key briefing to the Committees…,Elections,2024-07-26 13:32:00,neutral,neutral,neutral,neutral
: .: That rationale is also difficult to believe because the Trump Admin's record on voting rights goes in exa…,Elections,2024-02-18 05:08:00,negative,negative,negative,negative
"Last night, I voted to keep the government open &amp; extend Child Health Insurance for 6 years for 550 kids in UNION C…",Elections,2024-01-04 08:24:00,neutral,neutral,neutral,neutral
Democrats want economy to work for everyday Americans. Republicans cut taxes for millionaires/billionaires and stuc…,Elections,2024-06-17 09:37:00,negative,negative,negative,negative
: Im joined tonight live From Washington DC by (D-IN) to talk how the Republicans have dangerously politi…,Elections,2024-07-03 22:15:00,negative,negative,neutral,negative
It's a big day for the Little Shell! The com will vote for the first time ever to recognize the tribe.,Elections,2024-03-22 12:43:00,neutral,positive,neutral,neutral
Senator Schumer and the Democrats are holding the country hostage over amnesty for illegal immigrants! This is absurd!,Elections,2024-12-26 09:44:00,negative,negative,negative,negative
"“Heartbeat Bill or Born Alive Bill?” Vote on both Friday, and . It doesn’t have to be one or…",Elections,2024-04-23 07:08:00,neutral,negative,neutral,neutral
Tennessee is vulnerable to election interference. We need to act immediately to protect our vote.,Elections,2024-11-06 11:26:00,negative,negative,negative,negative
because activists R screaming doesn’t mean they represent anyone but themselves. I continue to meet,Elections,2024-10-02 21:52:00,negative,negative,negative,negative
Republicans’ immoral budget = reverse Robin Hood – robbing from hardworking Americans to provide tax cuts for the rich.,Elections,2024-11-01 02:33:00,positive,positive,positive,positive
: Cutting taxes for corporations and special interests DOES NOT create jobs. My Republican colleagues will bankrupt YOU in…,Elections,2024-02-09 18:07:00,negative,negative,negative,negative
the debate is over. u lost. Next election cycle U get another chance.,Elections,2024-04-13 18:34:00,neutral,neutral,neutral,neutral
"Will Democrats shut down the government over DACA? House Republicans have voted to fund the government, for a six y…",Elections,2024-08-14 03:43:00,negative,negative,negative,negative
": Weekly Economic Update: top econ indicator highlights, 's medical potential &amp; Aug Jobs Review",Elections,2024-02-16 16:28:00,positive,positive,positive,positive
I’m inspired by students like Kegan and Isabel from Astoria who are speaking up and calling on their elected leader…,Elections,2024-09-19 13:29:00,neutral,neutral,neutral,neutral
: Proud to stand with Democratic Caucus Chairman and Vice Chair to discuss our agenda to…,Elections,2024-12-10 09:46:00,positive,positive,positive,positive
"According to you, a person is only a legislator if they vote according to your wishes. We…",Elections,2024-04-21 18:04:00,neutral,negative,neutral,neutral
: 18 Jewish House Democrats express ‘dismay’ to Netanyahu over African migrants policy,Elections,2024-10-04 01:59:00,neutral,negative,neutral,neutral
": . challenges Republicans who blame the Florida school shooting on mental health: ""Don't turn around and tell me…",Elections,2024-08-29 01:18:00,neutral,neutral,neutral,neutral
The House voted to reform our tax system this afternoon. Cutting taxes will grow our economy and ensure the United…,Elections,2024-11-24 23:41:00,negative,negative,negative,negative
Cheering on the Republicans at game with members of my staff.,Elections,2024-07-14 14:55:00,negative,negative,negative,negative
.: I don't understand other Democrats who are opposed to this.,Elections,2024-02-11 21:42:00,negative,negative,negative,negative
: Here are all the times promised he wouldn't cut Medicaid: Here's …,Elections,2024-03-01 05:34:00,neutral,neutral,negative,neutral
": .: ""Top people at the FBI look like they had a plan to undermine the Trump campaign.""",Elections,2024-01-02 00:19:00,positive,positive,positive,positive
"In a fresh NBC News/Wall Street Journal survey conducted jointly by Democratic and Republican pollsters, the law wa…",Elections,2024-08-05 17:24:00,positive,positive,positive,positive
Republicans show they are blind to the struggles of working Americans. Harsh penalties &amp; strict rules target vulner…,Elections,2024-06-26 04:17:00,negative,negative,negative,negative
if you agree: Foreign money/influence has no place in our elections.,Elections,2024-02-27 01:51:00,negative,negative,negative,negative
I am disappointed in today’s vote in the Delaware Senate to defeat the Equal Rights Amendment. This legislation is…,Elections,2024-01-09 07:13:00,negative,negative,negative,negative
I continue to speak out against the Republican that hits families hard.,Elections,2024-12-10 22:55:00,negative,neutral,neutral,neutral
": Earlier this week, a former Trump campaign staffer and senior aide to EPA Administrator Scott Pruitt came to Capitol Hill…",Elections,2024-04-29 17:13:00,neutral,neutral,negative,neutral
"If truly JUST about due process, Democrats would negotiate w Republicans as on any bill &amp; get ” vote.…",Elections,2024-03-12 16:18:00,negative,negative,negative,negative
"Clearly, it’s more important than ever to make your voice heard at the poll! Register to vote…",Elections,2024-10-21 10:36:00,positive,positive,positive,positive
: The mark-up is officially underway. You can watch live as and work together to…,Elections,2024-06-13 07:19:00,positive,positive,positive,positive
The breaks nearly every promise Republicans made over the last 8 years. I could not in good conscience vot…,Elections,2024-09-23 07:26:00,positive,positive,positive,positive
: Will President Trump's military strikes in advance U.S. interests? What should we make of 's new book? Watc…,Elections,2024-03-30 20:43:00,neutral,neutral,neutral,neutral
We have consistently been voting the same on these procedural votes.,Elections,2024-06-25 20:42:00,positive,positive,positive,positive
": . on 's decision not to run for re-election: ""From a personal stand point, I am sorry to see h…",Elections,2024-12-22 13:26:00,negative,negative,negative,negative
"Of course I voted in favor the , which is saving everyday Americans more…",Elections,2024-10-02 15:15:00,negative,negative,negative,negative
: The House should pass bill that pays our military during the . It's the least we can do…,Elections,2024-12-28 04:51:00,negative,negative,negative,negative
: I joined with O'Donnell on to discuss Republicans' reluctance to act as brings us closer…,Elections,2024-08-01 17:33:00,neutral,neutral,negative,neutral
"Last night, Republicans blocked my amendment to the that would stop the U.S. from refueling Saudi-led coa…",Elections,2024-06-18 20:05:00,neutral,positive,neutral,neutral
: Wounded Officers Recovery Act by passed unanimously in both House &amp; Senate by voice vote.,Elections,2024-02-17 17:46:00,neutral,neutral,neutral,neutral
"Last year, I secured this important vote and kept my promise, before knowing that this Congress would go on to insc…",Elections,2024-12-10 19:38:00,positive,positive,negative,positive
": . frustrated that giving lawmakers just 24 hrs to read 2,000-page omnibus before voting. Here'…",Elections,2024-10-27 23:42:00,negative,positive,negative,negative
"Good news for our and , decided to end the pointless and purely politic…",Elections,2024-06-19 09:58:00,positive,positive,positive,positive
":Just cast my ballot for Cong. Capuano in Webster, low turnout so far, gotta get to the polls!",Elections,2024-03-01 23:48:00,neutral,positive,neutral,neutral
It's my hope the Democrats will move past blind 'resistance' and join us as we continue working to fix our broken i…,Elections,2024-11-05 22:13:00,negative,negative,negative,negative
Rhode Island is fortunate to have who is leading the way to ensure our state’s election s…,Elections,2024-06-13 09:24:00,positive,positive,positive,positive
": So, key takeaway from report: ➡️2.6 million more jobs after 10 years (relative to its June 2017 projection) 🏭🏭…",Elections,2024-06-06 08:23:00,positive,positive,positive,positive
It was interesting to see over the past several days so many of the Democrats that went out of their way to discred…,Elections,2024-02-20 23:30:00,positive,positive,positive,positive
: Congress is likely to vote on making government spying powers even worse tomorrow — we are urging lawmakers to oppose a bad bill…,Elections,2024-04-14 11:20:00,negative,negative,negative,negative
San Diego was never fooled by this four-time losing candidate. Sorry he’s doing this damage to our economy and coun…,Elections,2024-04-23 23:09:00,negative,negative,negative,negative
"Conservative columnist for the , , sums up the by saying “Republicans real…",Elections,2024-10-23 23:26:00,neutral,neutral,neutral,neutral
WATCH LIVE: Joining to talk about how are standing up to stop attack on poor fam…,Elections,2024-04-27 12:36:00,negative,negative,negative,negative
Republicans have a deal on their tax plan -- bad news for Long Island and Queens families that rely on SALT! This a…,Elections,2024-12-01 21:21:00,negative,negative,negative,negative
